timestamp,x,y,radius_px,in_text_region
1861.500662,0.469792,0.454630,103.2,0
1861.581144,0.639844,0.282407,221.7,1
1861.656154,0.614753,0.297562,178.5,1
1861.731219,0.601562,0.298611,157.0,1
1861.814849,0.593750,0.297685,142.0,1
1861.897762,0.593319,0.302778,138.3,1
1861.972533,0.595560,0.305007,141.5,1
1862.049550,0.611458,0.308796,169.0,1
1862.131948,0.619815,0.315920,175.9,1
1862.214096,0.625521,0.311574,166.7,1
1862.290265,0.629972,0.317340,156.7,1
1862.374221,0.634635,0.316204,147.7,1
1862.456111,0.646615,0.308333,147.5,1
1862.532178,0.654427,0.303704,143.8,1
1862.614925,0.659375,0.302315,134.5,1
1862.697476,0.687570,0.308796,167.3,1
1862.773562,0.701562,0.308333,170.2,1
1862.857119,0.706771,0.313426,163.4,1
1862.940000,0.710677,0.309722,154.9,1
1863.023466,0.725521,0.313889,160.4,1
1863.107251,0.733547,0.312857,155.6,1
1863.189857,0.746690,0.314352,154.8,1
1863.273398,0.755469,0.313426,148.7,1
1863.357041,0.761979,0.315741,141.9,1
1863.440137,0.780990,0.306481,152.1,1
1863.523158,0.786719,0.305556,146.1,1
1863.606085,0.790387,0.305339,140.7,1
1863.680777,0.769792,0.302778,182.5,1
1863.758251,0.718490,0.308333,275.9,1
1863.841025,0.682552,0.315741,285.1,1
1863.924315,0.628385,0.324074,199.1,1
1864.007699,0.607292,0.323148,166.7,1
1864.089772,0.596615,0.331944,148.7,1
1864.172298,0.587265,0.331281,134.4,1
1864.248887,0.584115,0.331944,129.5,1
1864.331992,0.581777,0.334502,123.6,1
1864.414700,0.581022,0.335402,120.6,1
1864.490000,0.581159,0.339199,118.3,1
1864.574241,0.586979,0.335648,127.7,1
1864.656959,0.592175,0.339815,134.2,1
1864.741111,0.599957,0.335831,142.7,1
1864.825876,0.619271,0.329630,167.0,1
1864.907670,0.626379,0.329630,159.3,1
1864.990317,0.631510,0.333333,154.8,1
1865.073625,0.637342,0.337016,146.0,1
1865.157224,0.641161,0.335648,140.2,1
1865.240319,0.655729,0.334722,150.4,1
1865.323799,0.664733,0.337500,149.0,1
1865.407638,0.668633,0.335185,142.1,1
1865.490679,0.671942,0.334722,135.3,1
1865.574644,0.673808,0.334722,131.0,1
1865.656694,0.675260,0.333796,127.0,1
1865.733230,0.668750,0.343519,138.5,1
1865.817137,0.631447,0.363457,199.9,1
1865.899160,0.620833,0.357407,193.6,1
1865.982346,0.615104,0.375000,184.8,1
1866.064679,0.607448,0.377759,170.9,1
1866.140363,0.601674,0.377791,160.3,1
1866.222587,0.597656,0.383333,149.2,1
1866.299172,0.594827,0.385288,141.7,1
1866.381153,0.591667,0.387500,133.4,1
1866.456813,0.588508,0.389005,124.9,1
1866.540012,0.586591,0.391979,117.9,1
1866.616147,0.588097,0.404657,117.5,1
1866.697605,0.608594,0.405093,151.2,1
